order_id,order_date,ship_date,delivery_date,region,warehouse,product_category,unit_price,quantity,order_status,delay_reason,carrier
ORD-a5aa1a46,2024-09-24,2024-09-25,2024-10-04,West,WH-C,Accessories,5.47,3,Delivered,,Carrier A
ORD-46cdbcc0,2024-06-14,2024-06-18,2024-06-25,West,WH-D,Home,120.71,4,Delivered,Weather,Carrier B
ORD-fd659b62,2024-12-04,2024-12-04,2024-12-09,Central,WH-A,Home,80.17,2,Delivered,,Carrier B
ORD-7d48deeb,2024-12-07,2024-12-09,2024-12-13,Central,WH-D,Accessories,76.35,1,Shipped,,Carrier B
ORD-3d8e44f4,2024-02-19,2024-02-20,2024-02-25,South,WH-B,Home,110.0,4,Delivered,,Carrier B
ORD-b493ad80,2024-07-24,2024-07-24,2024-07-28,North,WH-A,Electronics,89.59,1,Delivered,,Carrier B
ORD-41804a29,2024-08-05,2024-08-07,2024-08-13,South,WH-C,Electronics,64.12,1,Shipped,,Carrier C
ORD-4be59ae9,2024-09-24,2024-09-25,2024-09-30,North,WH-C,Office,78.34,2,Delivered,,Carrier D
ORD-20fcb4f4,2024-02-20,2024-02-21,2024-02-22,South,WH-B,Apparel,106.36,1,Delivered,,Carrier C
ORD-771cec04,2024-02-22,2024-02-25,2024-03-05,Central,WH-B,Electronics,123.39,1,Delivered,Fulfillment Issue,Carrier A
ORD-6c05639f,2024-05-04,2024-05-04,2024-05-11,North,WH-C,Apparel,88.08,4,Delivered,,Carrier C
ORD-91be1fe4,2024-05-25,2024-05-27,,North,WH-A,Office,144.0,1,Delivered,,Carrier C
ORD-fc500ebd,2024-10-27,2024-10-27,2024-10-31,East,WH-A,Electronics,95.43,1,Delivered,,Carrier C
ORD-4d78e4c4,2024-05-28,2024-05-30,2024-06-05,West,WH-B,Office,108.11,2,Cancelled,,Carrier A
ORD-19da8dee,2024-11-17,2024-11-21,,West,WH-A,Apparel,83.58,3,Shipped,,Carrier B
ORD-05c06a6d,2024-12-26,2024-12-27,2024-12-31,West,WH-A,Electronics,82.69,3,Delivered,,Carrier B
ORD-0c3a10e8,2024-04-23,2024-04-23,2024-04-24,East,WH-C,Office,9.78,4,Shipped,,Carrier D
ORD-013faff9,2024-08-13,2024-08-17,2024-08-23,North,WH-C,Home,52.19,1,Delivered,,Carrier C
ORD-4c1aed35,2024-09-05,2024-09-05,2024-09-07,South,WH-C,Electronics,69.18,3,Delivered,,Carrier C
ORD-f49357bb,2024-12-20,2024-12-23,2024-12-30,North,WH-C,Apparel,35.81,4,Cancelled,,Carrier B
ORD-95385c47,2024-12-22,2024-12-22,2024-12-30,West,WH-B,Electronics,107.39,1,Delivered,,Carrier D
ORD-8bb9b52f,2024-02-16,2024-02-17,2024-02-18,Central,WH-B,Office,122.8,3,Delivered,,Carrier B
ORD-afa5eca8,2024-03-03,2024-03-04,2024-03-08,West,WH-C,Accessories,114.14,2,Delivered,,Carrier C
ORD-4a8cef16,2024-03-10,2024-03-13,2024-03-19,South,WH-B,Apparel,129.43,4,Delivered,,Carrier B
ORD-b4f5fe11,2024-03-15,2024-03-16,2024-03-17,East,WH-B,Office,147.26,1,Cancelled,,Carrier B
ORD-0229895f,2024-05-26,2024-05-29,2024-06-07,Central,WH-B,Home,44.65,2,Delivered,Carrier Delay,Carrier A
ORD-694fac64,2024-06-19,2024-06-22,2024-07-01,South,WH-A,Home,29.19,1,Delivered,Fulfillment Issue,Carrier D
ORD-282d60f9,2024-09-05,2024-09-07,2024-09-12,East,WH-B,Apparel,71.25,3,Delivered,,Carrier A
ORD-b495d68c,2024-09-09,2024-09-10,2024-09-12,North,WH-C,Accessories,69.42,1,Delivered,,Carrier B
ORD-80867a40,2024-10-02,2024-10-03,2024-10-05,South,WH-A,Home,94.63,3,Delivered,,Carrier A
ORD-0398a744,2024-11-17,2024-11-18,2024-11-21,West,WH-B,Accessories,146.71,3,Delivered,,Carrier D
ORD-39ac2838,2024-02-20,2024-02-22,2024-02-28,East,WH-B,Office,123.51,1,Delivered,,Carrier D
ORD-b06fe097,2024-03-14,2024-03-18,2024-03-24,South,WH-B,Apparel,109.17,2,Delivered,,Carrier A
ORD-0a16feb8,2024-05-12,2024-05-13,2024-05-18,North,WH-C,Office,27.97,1,Delivered,,Carrier B
ORD-2379e45b,2024-09-19,2024-09-23,2024-09-28,South,WH-B,Electronics,90.92,1,Delivered,,Carrier B
ORD-178ef45f,2024-11-16,2024-11-17,2024-11-19,West,WH-D,Home,125.68,1,Shipped,,Carrier D
ORD-5673ad45,2024-12-02,2024-12-04,2024-12-10,West,WH-D,Electronics,95.96,1,Cancelled,,Carrier D
ORD-a0bdf88f,2024-12-03,2024-12-06,2024-12-14,West,WH-A,Accessories,81.42,3,Delivered,Carrier Delay,Carrier D
ORD-8a3a6622,2024-04-05,2024-04-07,2024-04-15,North,WH-B,Accessories,90.37,2,Delivered,,Carrier D
ORD-112b98da,2024-04-06,2024-04-10,2024-04-19,North,WH-D,Accessories,60.61,2,Shipped,,Carrier A
ORD-3e3a77ba,2024-08-09,2024-08-09,2024-08-11,West,WH-D,Home,61.35,2,Delivered,,Carrier C
ORD-8f25be7c,2024-09-23,2024-09-25,2024-10-02,West,WH-C,Accessories,76.47,4,Delivered,,Carrier A
ORD-8540ac38,2024-03-10,2024-03-10,2024-03-14,South,WH-D,Office,183.44,1,Delivered,,Carrier A
ORD-35b72071,2024-06-14,2024-06-15,2024-06-19,North,WH-B,Accessories,79.68,1,Delivered,,Carrier B
ORD-aab5c981,2024-06-20,2024-06-20,2024-06-21,East,WH-D,Electronics,11.13,4,Delivered,,Carrier B
ORD-142c7739,2024-07-16,2024-07-17,2024-07-18,South,WH-D,Electronics,111.94,1,Delivered,,Carrier C
ORD-5119ab00,2024-10-11,2024-10-12,2024-10-18,South,WH-A,Electronics,83.68,2,Delivered,,Carrier A
ORD-b9aaba29,2024-11-11,2024-11-12,2024-11-21,East,WH-A,Accessories,99.05,4,Delivered,,Carrier D
ORD-1dbfb300,2024-12-20,2024-12-21,2024-12-26,Central,WH-B,Office,96.04,1,Delivered,,Carrier D
ORD-894fc533,2024-02-18,2024-02-20,2024-02-25,South,WH-C,Accessories,113.5,1,Delivered,,Carrier B
ORD-57bf94ee,2024-06-21,2024-06-25,2024-06-26,South,WH-B,Electronics,122.41,4,Delivered,,Carrier D
ORD-8f8c663e,2024-02-26,2024-02-29,2024-03-08,West,WH-C,Apparel,117.56,1,Delivered,Carrier Delay,Carrier B
ORD-08f37ff9,2024-05-24,2024-05-24,2024-06-01,North,WH-C,Electronics,97.15,1,Shipped,,Carrier D
ORD-9d3b6eb3,2024-06-25,2024-06-27,2024-07-05,West,WH-A,Accessories,80.37,2,Delivered,,Carrier D
ORD-b5480a38,2024-07-28,2024-07-28,2024-07-30,Central,WH-D,Office,83.54,2,Delivered,,Carrier D
ORD-8c9b3eff,2024-10-16,2024-10-16,2024-10-19,Central,WH-A,Apparel,65.87,1,Delivered,,Carrier C
ORD-30c71dfc,2024-11-02,2024-11-03,2024-11-09,Central,WH-B,Electronics,62.32,1,Delivered,,Carrier B
ORD-e28eae94,2024-11-09,2024-11-10,2024-11-19,East,WH-A,Apparel,122.33,4,Delivered,,Carrier A
ORD-2cd650be,2024-12-05,2024-12-08,2024-12-14,Central,WH-C,Home,115.62,1,Delivered,,Carrier A
ORD-bceab753,2024-12-25,2024-12-27,2025-01-01,West,WH-B,Apparel,83.33,3,Delivered,,Carrier C
ORD-9d7b809c,2024-01-16,2024-01-17,2024-01-21,Central,WH-B,Office,70.78,3,Delivered,,Carrier C
ORD-9e7bf4bb,2024-02-01,2024-02-01,2024-02-06,North,WH-C,Home,31.66,1,Shipped,,Carrier C
ORD-0da763c8,2024-02-04,2024-02-05,2024-02-11,North,WH-D,Accessories,24.94,1,Shipped,,Carrier A
ORD-442ac10c,2024-02-05,2024-02-07,2024-02-10,South,WH-A,Home,35.2,4,Delivered,,Carrier C
ORD-d56fc7e0,2024-10-26,2024-10-30,2024-11-04,Central,WH-B,Apparel,97.99,1,Delivered,,Carrier A
ORD-07f66976,2024-11-28,2024-11-28,2024-11-29,Central,WH-A,Office,42.78,2,Delivered,,Carrier C
ORD-04a3c214,2024-12-27,2024-12-28,2024-12-31,East,WH-C,Accessories,21.62,4,Delivered,,Carrier C
ORD-69734d00,2024-03-06,2024-03-06,2024-03-12,Central,WH-D,Accessories,117.44,3,Shipped,,Carrier D
ORD-0d69a4a9,2024-03-21,2024-03-22,2024-03-28,South,WH-B,Home,186.68,4,Delivered,,Carrier B
ORD-002e6681,2024-09-16,2024-09-18,2024-09-22,North,WH-D,Electronics,83.89,1,Delivered,,Carrier B
ORD-c8e3141a,2024-12-18,2024-12-18,,West,WH-D,Electronics,87.8,1,Backorder,,Carrier C
ORD-829098fe,2024-12-23,2024-12-24,2024-12-25,South,WH-A,Apparel,101.5,1,Delivered,,Carrier C
ORD-f0deef2c,2024-01-26,2024-01-28,2024-02-04,North,WH-C,Home,45.56,4,Delivered,,Carrier C
ORD-f848f773,2024-06-01,2024-06-04,2024-06-09,North,WH-C,Home,89.41,1,Delivered,,Carrier D
ORD-3958fead,2024-11-21,2024-11-23,,Central,WH-A,Apparel,68.92,3,Delivered,,Carrier B
ORD-ed1becc9,2024-12-29,2025-01-03,2025-01-11,East,WH-D,Office,53.13,2,Delivered,Carrier Delay,Carrier B
ORD-bd1f57ab,2024-02-25,2024-02-26,2024-03-01,West,WH-C,Office,92.7,2,Delivered,,Carrier D
ORD-bbfbea44,2024-03-07,2024-03-07,2024-03-16,North,WH-C,Accessories,68.15,4,Shipped,,Carrier C
ORD-253eed59,2024-12-16,2024-12-18,2024-12-20,North,WH-B,Accessories,108.3,1,Delivered,,Carrier C
ORD-8b212080,2024-01-02,2024-01-05,,East,WH-A,Apparel,111.08,1,Backorder,,Carrier C
ORD-51a3f1cc,2024-06-21,2024-06-21,,East,WH-D,Accessories,169.76,2,Backorder,,Carrier B
ORD-6c0eb7d0,2024-08-23,2024-08-25,2024-08-30,West,WH-B,Accessories,29.04,1,Delivered,,Carrier A
ORD-dbaa0ad1,2024-10-18,2024-10-18,,East,WH-C,Electronics,124.41,4,Cancelled,,Carrier C
ORD-917bc86f,2024-12-01,2024-12-03,2024-12-05,West,WH-B,Home,91.82,4,Delivered,,Carrier D
ORD-f509a4be,2024-12-16,2024-12-18,,East,WH-B,Accessories,64.46,2,Backorder,,Carrier C
ORD-9bc50f19,2024-12-28,2024-12-28,2025-01-03,East,WH-A,Apparel,2.94,3,Delivered,,Carrier A
ORD-cc816342,2024-01-13,2024-01-16,2024-01-20,North,WH-D,Accessories,33.44,1,Delivered,,Carrier B
ORD-76041222,2024-01-25,2024-01-26,2024-01-30,West,WH-C,Home,65.68,4,Delivered,,Carrier B
ORD-a8af70cd,2024-04-25,2024-04-28,2024-05-07,North,WH-B,Apparel,85.82,4,Delivered,Carrier Delay,Carrier D
ORD-bc7b3b5b,2024-05-21,2024-05-23,2024-05-24,Central,WH-A,Electronics,135.89,3,Delivered,,Carrier C
ORD-80dd2a6b,2024-05-24,2024-05-26,2024-06-01,Central,WH-A,Home,24.6,1,Shipped,,Carrier D
ORD-0d424b68,2024-12-19,2024-12-22,2024-12-25,North,WH-C,Electronics,50.28,1,Cancelled,,Carrier C
ORD-ef3bb1b6,2024-04-27,2024-04-29,2024-05-03,South,WH-C,Apparel,85.52,3,Delivered,,Carrier B
ORD-800fd964,2024-10-02,2024-10-04,2024-10-09,Central,WH-C,Office,4.55,2,Delivered,,Carrier A
ORD-ca0b583d,2024-08-15,2024-08-17,2024-08-18,South,WH-C,Electronics,34.51,3,Delivered,,Carrier A
ORD-4062c0bd,2024-08-26,2024-08-27,2024-08-28,Central,WH-A,Apparel,66.87,1,Shipped,,Carrier C
ORD-1be7c701,2024-09-25,2024-09-26,2024-10-02,East,WH-B,Home,29.68,1,Delivered,,Carrier B
ORD-3afd8a93,2024-12-20,2024-12-20,2024-12-24,East,WH-C,Accessories,115.17,1,Delivered,,Carrier D
ORD-82330d9c,2024-03-01,2024-03-04,2024-03-11,North,WH-D,Electronics,43.85,1,Delivered,,Carrier A
ORD-afded19c,2024-03-11,2024-03-11,2024-03-13,North,WH-D,Office,135.84,1,Delivered,,Carrier B
ORD-44f24989,2024-06-21,2024-06-24,2024-06-29,Central,WH-D,Accessories,68.07,1,Delivered,,Carrier C
ORD-67d27f2f,2024-07-06,2024-07-08,2024-07-10,South,WH-A,Office,13.9,1,Delivered,,Carrier B
ORD-e5cc3986,2024-07-21,2024-07-21,2024-07-29,West,WH-A,Office,51.39,1,Delivered,,Carrier C
ORD-c532c3ec,2024-09-05,2024-09-09,2024-09-16,West,WH-D,Apparel,52.23,4,Delivered,Inventory Shortage,Carrier B
ORD-2897f84a,2024-10-29,2024-10-30,2024-11-08,Central,WH-C,Home,84.32,1,Cancelled,,Carrier D
ORD-28e15cde,2024-12-20,2024-12-21,2024-12-28,East,WH-C,Office,10.47,2,Delivered,,Carrier D
ORD-b3d1c070,2024-12-26,2024-12-28,2025-01-04,West,WH-A,Home,106.32,1,Delivered,,Carrier D
ORD-cdd584e7,2024-05-01,2024-05-05,2024-05-13,South,WH-C,Home,111.31,1,Delivered,Inventory Shortage,Carrier A
ORD-487ca5c6,2024-05-20,2024-05-20,2024-05-28,North,WH-C,Accessories,74.74,1,Delivered,,Carrier A
ORD-59adddaa,2024-05-28,2024-05-28,,Central,WH-D,Office,39.1,1,Backorder,,Carrier D
ORD-0507dfa7,2024-10-07,2024-10-09,2024-10-16,South,WH-B,Office,49.66,1,Delivered,,Carrier D
ORD-a7af5899,2024-04-12,2024-04-13,2024-04-20,South,WH-D,Office,62.18,2,Delivered,,Carrier C
ORD-92456234,2024-08-08,2024-08-10,2024-08-18,South,WH-B,Electronics,163.51,3,Delivered,,Carrier D
ORD-195a02a8,2024-11-16,2024-11-22,2024-11-26,Central,WH-D,Home,62.95,4,Delivered,,Carrier A
ORD-769714a8,2024-01-20,2024-01-21,,South,WH-C,Office,138.02,1,Backorder,,Carrier A
ORD-ba19da64,2024-03-08,2024-03-10,2024-03-15,Central,WH-D,Home,75.07,3,Delivered,,Carrier D
ORD-4449b1ca,2024-03-13,2024-03-15,2024-03-24,North,WH-A,Apparel,98.73,1,Delivered,Inventory Shortage,Carrier A
ORD-9456c24d,2024-04-14,2024-04-15,2024-04-16,South,WH-D,Accessories,102.0,2,Delivered,,Carrier C
ORD-6d3c680f,2024-05-12,2024-05-12,2024-05-17,Central,WH-D,Apparel,93.59,4,Delivered,,Carrier B
ORD-6ffcae05,2024-05-30,2024-06-01,2024-06-04,East,WH-C,Accessories,17.93,1,Delivered,,Carrier C
ORD-c191a560,2024-08-15,2024-08-16,2024-08-21,West,WH-C,Electronics,61.57,4,Shipped,,Carrier A
ORD-1b40b9cf,2024-09-25,2024-09-25,2024-09-30,Central,WH-D,Apparel,77.58,3,Delivered,,Carrier C
ORD-8ce0c24e,2024-09-30,2024-10-01,,Central,WH-A,Electronics,64.18,1,Delivered,,Carrier C
ORD-6062b4e1,2024-10-15,2024-10-17,2024-10-26,East,WH-A,Apparel,63.49,1,Delivered,Fulfillment Issue,Carrier D
ORD-36a1a3e0,2024-12-23,2024-12-25,2025-01-03,West,WH-D,Office,89.79,2,Delivered,Fulfillment Issue,Carrier B
ORD-254044dc,2024-12-28,2024-12-28,2024-12-29,West,WH-B,Apparel,63.32,2,Delivered,,Carrier D
ORD-d4385178,2024-04-21,2024-04-24,,East,WH-D,Apparel,72.32,4,Backorder,,Carrier C
ORD-df71335d,2024-06-01,2024-06-03,2024-06-06,South,WH-B,Electronics,106.31,1,Shipped,,Carrier A
ORD-f667ebb1,2024-07-10,2024-07-11,2024-07-14,South,WH-D,Office,102.53,1,Delivered,,Carrier B
ORD-8556c197,2024-09-02,2024-09-04,2024-09-10,West,WH-D,Accessories,128.55,1,Delivered,,Carrier D
ORD-096df7e3,2024-12-16,2024-12-18,2024-12-27,West,WH-D,Accessories,89.39,1,Delivered,Fulfillment Issue,Carrier D
ORD-05ccbcce,2024-01-11,2024-01-13,2024-01-18,South,WH-D,Accessories,65.36,1,Delivered,,Carrier A
ORD-65168f07,2024-03-19,2024-03-22,2024-03-24,South,WH-C,Office,55.93,4,Delivered,,Carrier C
ORD-b5b7b2aa,2024-05-08,2024-05-09,2024-05-16,North,WH-D,Home,47.63,2,Delivered,,Carrier A
ORD-a66c192d,2024-05-27,2024-05-27,2024-05-30,North,WH-B,Accessories,44.49,3,Delivered,,Carrier C
ORD-8e010093,2024-10-01,2024-10-03,2024-10-04,North,WH-A,Apparel,45.61,1,Delivered,,Carrier D
ORD-c5b228f0,2024-01-05,2024-01-07,2024-01-09,North,WH-C,Accessories,163.46,4,Delivered,,Carrier A
ORD-2711af2e,2024-03-10,2024-03-12,2024-03-20,Central,WH-A,Office,91.16,2,Shipped,,Carrier D
ORD-4a5f2c53,2024-07-02,2024-07-02,2024-07-06,West,WH-C,Office,61.78,1,Delivered,,Carrier C
ORD-76f12945,2024-10-31,2024-11-03,2024-11-07,East,WH-C,Apparel,89.8,3,Shipped,,Carrier A
ORD-c52a5090,2024-01-14,2024-01-16,2024-01-22,Central,WH-C,Accessories,89.67,2,Delivered,,Carrier C
ORD-1439cb9c,2024-05-02,2024-05-02,2024-05-06,West,WH-B,Accessories,92.06,3,Delivered,,Carrier A
ORD-f2d10c5e,2024-07-13,2024-07-16,2024-07-18,East,WH-A,Home,61.95,3,Delivered,,Carrier D
ORD-1d369123,2024-09-19,2024-09-21,2024-09-25,Central,WH-A,Home,39.28,1,Delivered,,Carrier C
ORD-ef2133f2,2024-11-16,2024-11-18,2024-11-22,East,WH-C,Home,90.82,1,Delivered,,Carrier A
ORD-50746a70,2024-02-09,2024-02-10,2024-02-16,Central,WH-B,Accessories,115.8,1,Delivered,,Carrier B
ORD-152e16f5,2024-02-19,2024-02-21,2024-02-22,East,WH-B,Home,48.57,3,Delivered,,Carrier B
ORD-a0010655,2024-06-26,2024-06-27,2024-07-03,Central,WH-A,Home,139.94,4,Delivered,,Carrier A
ORD-3361e99e,2024-10-27,2024-10-29,2024-11-07,Central,WH-B,Office,102.9,3,Shipped,,Carrier D
ORD-61e7ac93,2024-10-29,2024-10-30,2024-11-07,South,WH-D,Apparel,95.88,1,Delivered,,Carrier B
ORD-d75a77c9,2024-02-12,2024-02-13,2024-02-22,East,WH-A,Home,88.54,1,Delivered,,Carrier A
ORD-6110b395,2024-02-20,2024-02-20,2024-02-27,West,WH-D,Office,71.87,4,Delivered,,Carrier C
ORD-dbdcd124,2024-03-15,2024-03-16,2024-03-19,Central,WH-B,Office,56.03,1,Delivered,,Carrier D
ORD-66d1bec2,2024-06-05,2024-06-07,2024-06-15,South,WH-D,Electronics,109.09,1,Delivered,,Carrier C
ORD-39b1a6f9,2024-06-15,2024-06-18,2024-06-19,West,WH-D,Home,59.81,1,Shipped,,Carrier A
ORD-37a19d4e,2024-09-26,2024-09-28,2024-10-03,Central,WH-C,Office,85.11,1,Delivered,,Carrier C
ORD-271e1588,2024-01-12,2024-01-14,2024-01-20,East,WH-A,Home,62.87,1,Delivered,,Carrier D
ORD-11c71704,2024-02-23,2024-02-23,2024-02-26,South,WH-B,Accessories,79.58,1,Delivered,,Carrier C
ORD-8a69cf20,2024-02-24,2024-02-25,2024-02-26,South,WH-C,Accessories,81.59,1,Delivered,,Carrier A
ORD-e2ef2de1,2024-03-15,2024-03-16,2024-03-17,North,WH-A,Office,23.08,3,Delivered,,Carrier A
ORD-249c2c8a,2024-05-12,2024-05-15,2024-05-21,West,WH-C,Apparel,83.65,1,Delivered,,Carrier C
ORD-84d63a25,2024-01-06,2024-01-07,2024-01-12,North,WH-A,Accessories,111.53,1,Delivered,,Carrier A
ORD-bbf3781e,2024-03-06,2024-03-06,2024-03-11,Central,WH-B,Accessories,103.78,1,Delivered,,Carrier A
ORD-74b63616,2024-03-24,2024-03-26,2024-03-30,North,WH-A,Accessories,43.21,4,Delivered,,Carrier B
ORD-26e077cc,2024-05-23,2024-05-23,2024-05-29,Central,WH-B,Electronics,55.33,2,Delivered,,Carrier B
ORD-d03bd597,2024-07-09,2024-07-09,2024-07-18,West,WH-A,Office,26.08,1,Delivered,,Carrier C
ORD-d79cf472,2024-10-08,2024-10-09,2024-10-13,East,WH-C,Apparel,60.39,2,Delivered,,Carrier A
ORD-d71b14ea,2024-10-14,2024-10-14,2024-10-23,North,WH-D,Office,11.4,1,Delivered,,Carrier C
ORD-33738d60,2024-01-09,2024-01-11,2024-01-16,East,WH-C,Apparel,9.82,1,Shipped,,Carrier D
ORD-8adbf19c,2024-02-25,2024-02-29,2024-03-06,South,WH-D,Apparel,8.48,4,Delivered,,Carrier D
ORD-d61aaf60,2024-09-10,2024-09-10,2024-09-16,Central,WH-D,Apparel,32.92,1,Delivered,,Carrier A
ORD-94374212,2024-10-05,2024-10-06,2024-10-09,East,WH-A,Electronics,146.1,1,Shipped,,Carrier A
ORD-89c39a8d,2024-12-04,2024-12-04,2024-12-07,East,WH-D,Electronics,85.48,2,Delivered,,Carrier D
ORD-036c760b,2024-05-14,2024-05-15,2024-05-20,North,WH-A,Office,33.08,2,Delivered,,Carrier C
ORD-17714a57,2024-05-21,2024-05-23,2024-05-25,East,WH-D,Accessories,171.18,1,Delivered,,Carrier A
ORD-b2f9d9f5,2024-11-03,2024-11-06,2024-11-12,West,WH-D,Office,52.18,4,Delivered,,Carrier D
ORD-f50f280a,2024-01-13,2024-01-14,,North,WH-B,Electronics,116.36,3,Backorder,,Carrier D
ORD-ef72828e,2024-01-17,2024-01-17,2024-01-19,West,WH-A,Accessories,57.99,4,Shipped,,Carrier C
ORD-b6ff0e51,2024-02-07,2024-02-08,2024-02-15,East,WH-D,Electronics,44.84,3,Delivered,,Carrier A
ORD-844633bb,2024-04-21,2024-04-22,2024-04-27,East,WH-A,Office,24.58,1,Delivered,,Carrier C
ORD-b9fe9d7e,2024-04-26,2024-04-26,2024-04-30,South,WH-A,Office,69.18,1,Delivered,,Carrier B
ORD-0018b9b1,2024-06-17,2024-06-20,2024-06-23,West,WH-A,Home,125.7,2,Delivered,,Carrier D
ORD-24f63c65,2024-07-12,2024-07-13,2024-07-18,West,WH-B,Apparel,78.68,1,Delivered,,Carrier A
ORD-88285457,2024-09-09,2024-09-09,2024-09-12,Central,WH-B,Office,59.31,1,Delivered,,Carrier D
ORD-70f1979d,2024-09-11,2024-09-14,2024-09-19,Central,WH-C,Office,19.29,4,Delivered,,Carrier D
ORD-158788aa,2024-01-14,2024-01-15,2024-01-16,North,WH-A,Home,99.86,2,Shipped,,Carrier A
ORD-87c514cb,2024-08-18,2024-08-20,2024-08-27,North,WH-D,Electronics,74.39,4,Delivered,,Carrier B
ORD-b7d98891,2024-03-15,2024-03-16,,Central,WH-D,Accessories,58.99,3,Backorder,,Carrier B
ORD-184afc64,2024-06-06,2024-06-07,2024-06-12,South,WH-A,Electronics,51.53,1,Delivered,,Carrier B
ORD-3bf09d04,2024-06-14,2024-06-15,2024-06-23,North,WH-D,Accessories,74.8,1,Delivered,,Carrier A
ORD-ebd79330,2024-09-07,2024-09-07,2024-09-09,South,WH-A,Apparel,50.61,1,Delivered,,Carrier A
ORD-45de2ac3,2024-09-09,2024-09-09,2024-09-17,North,WH-D,Accessories,24.03,2,Shipped,,Carrier B
ORD-ab99d655,2024-09-10,2024-09-10,,North,WH-A,Electronics,77.76,1,Backorder,,Carrier D
ORD-4c6b50a8,2024-10-03,2024-10-06,2024-10-14,Central,WH-B,Electronics,17.68,3,Delivered,Inventory Shortage,Carrier D
ORD-de1640b6,2024-11-13,2024-11-14,2024-11-15,West,WH-C,Electronics,38.48,1,Delivered,,Carrier B
ORD-f3507e57,2024-02-10,2024-02-11,2024-02-16,South,WH-A,Accessories,120.9,1,Delivered,,Carrier B
ORD-63718a2a,2024-04-19,2024-04-21,2024-04-24,North,WH-C,Apparel,20.56,2,Delivered,,Carrier D
ORD-f79bebc5,2024-05-24,2024-05-25,2024-05-30,East,WH-B,Office,63.75,1,Delivered,,Carrier B
ORD-d32c4ce4,2024-06-13,2024-06-14,2024-06-17,North,WH-B,Electronics,87.39,1,Shipped,,Carrier D
ORD-d11cff0f,2024-05-30,2024-05-31,2024-06-08,North,WH-D,Electronics,109.99,2,Delivered,,Carrier A
ORD-9c0e26b6,2024-07-02,2024-07-03,2024-07-10,North,WH-C,Office,177.55,3,Delivered,,Carrier D
ORD-b93c16b5,2024-08-07,2024-08-10,2024-08-15,South,WH-B,Home,113.39,1,Delivered,,Carrier D
ORD-3cacfcfb,2024-08-18,2024-08-21,2024-08-30,South,WH-A,Accessories,122.92,3,Delivered,Inventory Shortage,Carrier D
ORD-5673548d,2024-11-21,2024-11-23,2024-11-26,North,WH-C,Home,45.86,3,Delivered,,Carrier D
ORD-5a3c8def,2024-02-01,2024-02-03,2024-02-07,South,WH-B,Electronics,2.74,3,Delivered,,Carrier A
ORD-71202d97,2024-02-16,2024-02-16,2024-02-25,Central,WH-B,Office,83.58,2,Delivered,,Carrier B
ORD-6c85e79a,2024-02-21,2024-02-23,,South,WH-A,Apparel,57.71,1,Delivered,,Carrier D
ORD-06d17476,2024-04-29,2024-05-01,2024-05-04,South,WH-A,Electronics,67.15,2,Delivered,,Carrier C
ORD-53539530,2024-07-02,2024-07-06,2024-07-10,West,WH-C,Home,80.19,4,Delivered,,Carrier D
ORD-c933dad1,2024-07-21,2024-07-24,2024-07-30,North,WH-B,Apparel,115.28,4,Delivered,,Carrier A
ORD-eb113e8c,2024-01-19,2024-01-20,2024-01-22,North,WH-A,Apparel,51.95,2,Delivered,,Carrier D
ORD-f7062268,2024-01-29,2024-01-31,2024-02-02,East,WH-D,Apparel,44.97,4,Delivered,,Carrier C
ORD-22206b6b,2024-03-03,2024-03-03,2024-03-11,North,WH-C,Apparel,38.29,2,Delivered,,Carrier A
ORD-1e4413e0,2024-08-22,2024-08-22,2024-08-25,West,WH-B,Office,88.51,4,Delivered,,Carrier B
ORD-f2b61b9d,2024-09-24,2024-09-27,2024-10-06,Central,WH-D,Electronics,34.74,1,Delivered,Fulfillment Issue,Carrier B
ORD-85bec99d,2024-11-24,2024-11-26,2024-12-05,Central,WH-D,Apparel,115.5,3,Delivered,Fulfillment Issue,Carrier C
ORD-b46c70cc,2024-12-25,2024-12-26,2024-12-29,South,WH-C,Home,43.77,1,Delivered,,Carrier B
ORD-a9ed4441,2024-01-14,2024-01-14,2024-01-23,North,WH-A,Home,47.54,1,Delivered,,Carrier B
ORD-ed1e3740,2024-09-18,2024-09-18,2024-09-27,West,WH-D,Office,103.09,4,Delivered,,Carrier B
ORD-bab0d492,2024-10-19,2024-10-20,2024-10-28,South,WH-C,Accessories,30.84,1,Delivered,,Carrier B
ORD-274294c7,2024-03-03,2024-03-04,,Central,WH-B,Accessories,168.06,2,Backorder,,Carrier B
ORD-8cbc3a66,2024-03-19,2024-03-21,2024-03-30,Central,WH-D,Apparel,2.49,3,Delivered,Fulfillment Issue,Carrier D
ORD-6c9af402,2024-04-02,2024-04-02,2024-04-04,West,WH-B,Apparel,63.83,1,Delivered,,Carrier C
ORD-71ab32b4,2024-04-04,2024-04-06,2024-04-15,South,WH-B,Accessories,80.07,4,Delivered,Carrier Delay,Carrier D
ORD-6b12a7ff,2024-06-06,2024-06-09,2024-06-10,North,WH-D,Accessories,66.14,4,Shipped,,Carrier A
ORD-4ab853b4,2024-07-04,2024-07-05,2024-07-08,West,WH-D,Electronics,68.73,1,Delivered,,Carrier D
ORD-f0acb8b3,2024-11-01,2024-11-02,2024-11-11,North,WH-A,Office,58.71,1,Delivered,,Carrier B
